# Observation File: surface_outlet_flux.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: surface outlet flux
# Region: surface outlet
# Reduction: extensive integral
# Variable: surface-water_flux
# Number of Vectors: 1
# =============================================================================
"time [s]","surface outlet flux"
9.120000000000e+03,5.439487490301e+03
9.180000000000e+03,5.477406298171e+03
9.240000000000e+03,5.514568614932e+03
9.300000000000e+03,5.550986802268e+03
9.360000000000e+03,5.586673521264e+03
9.420000000000e+03,5.621641686335e+03
9.480000000000e+03,5.655904422371e+03
9.540000000000e+03,5.689475024940e+03
9.600000000000e+03,5.722366923423e+03
9.660000000000e+03,5.754593646948e+03
9.720000000000e+03,5.786168793002e+03
9.780000000000e+03,5.817105998550e+03
9.840000000000e+03,5.847418913558e+03
9.900000000000e+03,5.877121176766e+03
9.960000000000e+03,5.906226393590e+03
1.002000000000e+04,5.934748116029e+03
1.008000000000e+04,5.962699824451e+03
1.014000000000e+04,5.990094911146e+03
1.020000000000e+04,6.016946665533e+03
1.026000000000e+04,6.043268260922e+03
1.032000000000e+04,6.069072742727e+03
1.038000000000e+04,6.094373018054e+03
1.044000000000e+04,6.119181846546e+03
1.050000000000e+04,6.143511832453e+03
1.056000000000e+04,6.167375417819e+03
1.062000000000e+04,6.190784876730e+03
1.068000000000e+04,6.213752310586e+03
1.074000000000e+04,6.236289644310e+03
1.080000000000e+04,6.258408623470e+03
1.086000000000e+04,6.280120812288e+03
1.092000000000e+04,6.301437592488e+03
1.098000000000e+04,6.322370162968e+03
1.104000000000e+04,6.342929540293e+03
1.110000000000e+04,6.363126559992e+03
1.116000000000e+04,6.382971878707e+03
1.122000000000e+04,6.402475977177e+03
1.128000000000e+04,6.421649164142e+03
1.134000000000e+04,6.440501581229e+03
1.140000000000e+04,6.459043208953e+03
1.146000000000e+04,6.477283873992e+03
1.152000000000e+04,6.495233258042e+03
1.158000000000e+04,6.512900908753e+03
1.164000000000e+04,6.530296254561e+03
1.170000000000e+04,6.547428621954e+03
1.176000000000e+04,6.564307265248e+03
1.182000000000e+04,6.580941389332e+03
1.188000000000e+04,6.597340168673e+03
1.194000000000e+04,6.613512766569e+03
1.200000000000e+04,6.629468353752e+03
1.206000000000e+04,6.186038620353e+03
1.212000000000e+04,5.806304544575e+03
1.218000000000e+04,5.475568550555e+03
1.224000000000e+04,5.183130729302e+03
1.230000000000e+04,4.921097386819e+03
1.236000000000e+04,4.683573658392e+03
1.242000000000e+04,4.466107104102e+03
1.248000000000e+04,4.265298435235e+03
1.254000000000e+04,4.078525477623e+03
1.260000000000e+04,3.903745060200e+03
1.266000000000e+04,3.739349289794e+03
1.272000000000e+04,3.584060270834e+03
1.278000000000e+04,3.436852318179e+03
1.284000000000e+04,3.296894042679e+03
1.290000000000e+04,3.163504948453e+03
1.296000000000e+04,3.036122738857e+03
1.302000000000e+04,2.914278630713e+03
1.308000000000e+04,2.797578772760e+03
1.314000000000e+04,2.685690689481e+03
1.320000000000e+04,2.578335625512e+03
1.326000000000e+04,2.475286658400e+03
1.332000000000e+04,2.376379786958e+03
1.338000000000e+04,2.281512097294e+03
1.344000000000e+04,2.190724190669e+03
1.350000000000e+04,2.104907335193e+03
1.356000000000e+04,2.024803314482e+03
1.362000000000e+04,1.954767928939e+03
1.368000000000e+04,1.903495388363e+03
1.374000000000e+04,1.860195928576e+03
1.380000000000e+04,1.820441718078e+03
1.386000000000e+04,1.782431192367e+03
1.392000000000e+04,1.745371920048e+03
1.398000000000e+04,1.708904573907e+03
1.404000000000e+04,1.672874860586e+03
1.410000000000e+04,1.637231020194e+03
1.416000000000e+04,1.601973130602e+03
1.422000000000e+04,1.567126433010e+03
1.428000000000e+04,1.532726810365e+03
1.434000000000e+04,1.498812803460e+03
1.440000000000e+04,1.465421291907e+03
1.446000000000e+04,1.432585282010e+03
1.452000000000e+04,1.400332919050e+03
1.458000000000e+04,1.368687208652e+03
1.464000000000e+04,1.337666139906e+03
1.470000000000e+04,1.307283024774e+03
1.476000000000e+04,1.277546941789e+03
1.482000000000e+04,1.248463216610e+03
1.488000000000e+04,1.220033900091e+03
1.494000000000e+04,1.192258221501e+03
1.500000000000e+04,1.165133005562e+03
1.506000000000e+04,1.138653048344e+03
1.512000000000e+04,1.112811451273e+03
1.518000000000e+04,1.087599914700e+03
1.524000000000e+04,1.063008993826e+03
1.530000000000e+04,1.039028320363e+03
1.536000000000e+04,1.015646793530e+03
1.542000000000e+04,9.928527438204e+02
1.548000000000e+04,9.706340730083e+02
1.554000000000e+04,9.489783732798e+02
1.560000000000e+04,9.278730283709e+02
1.566000000000e+04,9.073052990981e+02
1.572000000000e+04,8.872623954345e+02
1.578000000000e+04,8.677315370457e+02
1.584000000000e+04,8.487000039190e+02
1.590000000000e+04,8.301551784507e+02
1.596000000000e+04,8.120845802895e+02
1.602000000000e+04,7.944758949728e+02
1.608000000000e+04,7.773169971988e+02
1.614000000000e+04,7.605959696073e+02
1.620000000000e+04,7.443011176609e+02
1.626000000000e+04,7.284209812240e+02
1.632000000000e+04,7.129443433553e+02
1.638000000000e+04,6.978602366879e+02
1.644000000000e+04,6.831579477973e+02
1.650000000000e+04,6.688270198193e+02
1.656000000000e+04,6.548572536378e+02
1.662000000000e+04,6.412387078425e+02
1.668000000000e+04,6.279616976405e+02
1.674000000000e+04,6.150167929085e+02
1.680000000000e+04,6.023948155190e+02
1.686000000000e+04,5.900868360653e+02
1.692000000000e+04,5.780841701225e+02
1.698000000000e+04,5.663783740441e+02
1.704000000000e+04,5.549612405215e+02
1.710000000000e+04,5.438247938113e+02
1.716000000000e+04,5.329612848139e+02
1.722000000000e+04,5.223631859831e+02
1.728000000000e+04,5.120231861460e+02
1.734000000000e+04,5.019341852417e+02
1.740000000000e+04,4.920892890264e+02
1.746000000000e+04,4.824818037849e+02
1.752000000000e+04,4.731052310265e+02
1.758000000000e+04,4.639532622250e+02
1.764000000000e+04,4.550197736200e+02
1.770000000000e+04,4.462988210667e+02
1.776000000000e+04,4.377846349450e+02
1.782000000000e+04,4.294716151796e+02
1.788000000000e+04,4.213543263295e+02
1.794000000000e+04,4.134274927800e+02
1.800000000000e+04,4.056859940240e+02
