# Observation File: surface_outlet_flux.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: surface outlet flux
# Region: surface outlet
# Reduction: extensive integral
# Variable: surface-water_flux
# Number of Vectors: 1
# =============================================================================
"time [s]","surface outlet flux"
5.400000000000e+03,8.147159013516e+03
5.460000000000e+03,8.213645522158e+03
5.520000000000e+03,8.277660529115e+03
5.580000000000e+03,8.339264745435e+03
5.640000000000e+03,8.398520707309e+03
5.700000000000e+03,8.455492336752e+03
5.760000000000e+03,8.510244541841e+03
5.820000000000e+03,8.562842854835e+03
5.880000000000e+03,8.613353106655e+03
5.940000000000e+03,8.661841135698e+03
6.000000000000e+03,8.708372528972e+03
6.060000000000e+03,8.753012393806e+03
6.120000000000e+03,8.795825157369e+03
6.180000000000e+03,8.836874392675e+03
6.240000000000e+03,8.876222668528e+03
6.300000000000e+03,8.913931421506e+03
6.360000000000e+03,8.950060848152e+03
6.420000000000e+03,8.984669815557e+03
6.480000000000e+03,9.017815788464e+03
6.540000000000e+03,9.049554771302e+03
6.600000000000e+03,9.079941263598e+03
6.660000000000e+03,9.109028227560e+03
6.720000000000e+03,9.136867066168e+03
6.780000000000e+03,9.163507610816e+03
6.840000000000e+03,9.188998117046e+03
6.900000000000e+03,9.213385268003e+03
6.960000000000e+03,9.236714183737e+03
7.020000000000e+03,9.259028436393e+03
7.080000000000e+03,9.280370069824e+03
7.140000000000e+03,9.300779623577e+03
7.200000000000e+03,9.320296159884e+03
7.260000000000e+03,9.338957293682e+03
7.320000000000e+03,9.356799225060e+03
7.380000000000e+03,9.373856773293e+03
7.440000000000e+03,9.390163412608e+03
7.500000000000e+03,9.405751308792e+03
7.560000000000e+03,9.420651356883e+03
7.620000000000e+03,9.434893219232e+03
7.680000000000e+03,9.448505363875e+03
7.740000000000e+03,9.461515102798e+03
7.800000000000e+03,9.473948630435e+03
7.860000000000e+03,9.485831061592e+03
7.920000000000e+03,9.497186469129e+03
7.980000000000e+03,9.508037921042e+03
8.040000000000e+03,9.518407516961e+03
8.100000000000e+03,9.528316423957e+03
8.160000000000e+03,9.537784911514e+03
8.220000000000e+03,9.546832385789e+03
8.280000000000e+03,9.555477422902e+03
8.340000000000e+03,9.563737801430e+03
8.400000000000e+03,9.571630533933e+03
8.460000000000e+03,9.579171897541e+03
8.520000000000e+03,9.586377463591e+03
8.580000000000e+03,9.593262126379e+03
8.640000000000e+03,9.599840130850e+03
8.700000000000e+03,9.606125099507e+03
8.760000000000e+03,9.612130058204e+03
8.820000000000e+03,9.617867461193e+03
8.880000000000e+03,9.623349215086e+03
8.940000000000e+03,9.628586702108e+03
9.000000000000e+03,9.633590802370e+03
9.060000000000e+03,9.638371915355e+03
9.120000000000e+03,9.642939980363e+03
9.180000000000e+03,9.647304496560e+03
9.240000000000e+03,9.651474541845e+03
9.300000000000e+03,9.655458791169e+03
9.360000000000e+03,9.659265534069e+03
9.420000000000e+03,9.662902691400e+03
9.480000000000e+03,9.666377831589e+03
9.540000000000e+03,9.669698185978e+03
9.600000000000e+03,9.672870663606e+03
9.660000000000e+03,9.675901865561e+03
9.720000000000e+03,9.678798098315e+03
9.780000000000e+03,9.681565387001e+03
9.840000000000e+03,9.684209487712e+03
9.900000000000e+03,9.686735899364e+03
9.960000000000e+03,9.689149875259e+03
1.002000000000e+04,9.691456433935e+03
1.008000000000e+04,9.693660369571e+03
1.014000000000e+04,9.695766262015e+03
1.020000000000e+04,9.697778486311e+03
1.026000000000e+04,9.699701221867e+03
1.032000000000e+04,9.701538461156e+03
1.038000000000e+04,9.703294018064e+03
1.044000000000e+04,9.704971535873e+03
1.050000000000e+04,9.706574494911e+03
1.056000000000e+04,9.708106219847e+03
1.062000000000e+04,9.709569886604e+03
1.068000000000e+04,9.710968529036e+03
1.074000000000e+04,9.712305045357e+03
1.080000000000e+04,9.713582204124e+03
1.086000000000e+04,9.714802650088e+03
1.092000000000e+04,9.715968909752e+03
1.098000000000e+04,9.717083396644e+03
1.104000000000e+04,9.718148416459e+03
1.110000000000e+04,9.719166171751e+03
1.116000000000e+04,9.720138766682e+03
1.122000000000e+04,9.721068211374e+03
1.128000000000e+04,9.721956426165e+03
1.134000000000e+04,9.722805245596e+03
1.140000000000e+04,9.723616422240e+03
1.146000000000e+04,9.724391630482e+03
1.152000000000e+04,9.725132469875e+03
1.158000000000e+04,9.725840468655e+03
1.164000000000e+04,9.726517086753e+03
1.170000000000e+04,9.727163719043e+03
1.176000000000e+04,9.727781698092e+03
1.182000000000e+04,9.728372297114e+03
1.188000000000e+04,9.728936732443e+03
1.194000000000e+04,9.729476166294e+03
1.200000000000e+04,9.729991708951e+03
1.206000000000e+04,9.213795541289e+03
1.212000000000e+04,8.771743087085e+03
1.218000000000e+04,8.385934311892e+03
1.224000000000e+04,8.043571196554e+03
1.230000000000e+04,7.735371324948e+03
1.236000000000e+04,7.454513977855e+03
1.242000000000e+04,7.195925275685e+03
1.248000000000e+04,6.955785550330e+03
1.254000000000e+04,6.731185266181e+03
1.260000000000e+04,6.519881820709e+03
1.266000000000e+04,6.320125845861e+03
1.272000000000e+04,6.130535951423e+03
1.278000000000e+04,5.950007612527e+03
1.284000000000e+04,5.777646356840e+03
1.290000000000e+04,5.612718399485e+03
1.296000000000e+04,5.454613907582e+03
1.302000000000e+04,5.302819475744e+03
1.308000000000e+04,5.156897366565e+03
1.314000000000e+04,5.016469752224e+03
1.320000000000e+04,4.881206676786e+03
1.326000000000e+04,4.750816802825e+03
1.332000000000e+04,4.625040253640e+03
1.338000000000e+04,4.503643041688e+03
1.344000000000e+04,4.386412703810e+03
1.350000000000e+04,4.273154859406e+03
1.356000000000e+04,4.163690478387e+03
1.362000000000e+04,4.057853697341e+03
1.368000000000e+04,3.955490061375e+03
1.374000000000e+04,3.856455098217e+03
1.380000000000e+04,3.760613152867e+03
1.386000000000e+04,3.667836427421e+03
1.392000000000e+04,3.578004183523e+03
1.398000000000e+04,3.491002074312e+03
1.404000000000e+04,3.406721579855e+03
1.410000000000e+04,3.325059525979e+03
1.416000000000e+04,3.245917670467e+03
1.422000000000e+04,3.169202344164e+03
1.428000000000e+04,3.094824136953e+03
1.434000000000e+04,3.022697620774e+03
1.440000000000e+04,2.952741103265e+03
1.446000000000e+04,2.884876407140e+03
1.452000000000e+04,2.819028670982e+03
1.458000000000e+04,2.755126168397e+03
1.464000000000e+04,2.693100142680e+03
1.470000000000e+04,2.632884654970e+03
1.476000000000e+04,2.574416443895e+03
1.482000000000e+04,2.517634795475e+03
1.488000000000e+04,2.462481421874e+03
1.494000000000e+04,2.408900348154e+03
1.500000000000e+04,2.356837805989e+03
1.506000000000e+04,2.306242133864e+03
1.512000000000e+04,2.257063682894e+03
1.518000000000e+04,2.209254727967e+03
1.524000000000e+04,2.162769383630e+03
1.530000000000e+04,2.117563524450e+03
1.536000000000e+04,2.073594709333e+03
1.542000000000e+04,2.030822109727e+03
1.548000000000e+04,1.989206441364e+03
1.554000000000e+04,1.948709899125e+03
1.560000000000e+04,1.909296095255e+03
1.566000000000e+04,1.870930000220e+03
1.572000000000e+04,1.833577886452e+03
1.578000000000e+04,1.797207274675e+03
1.584000000000e+04,1.761786882574e+03
1.590000000000e+04,1.727286575830e+03
1.596000000000e+04,1.693677321391e+03
1.602000000000e+04,1.660931142725e+03
1.608000000000e+04,1.629021077122e+03
1.614000000000e+04,1.597921134836e+03
1.620000000000e+04,1.567606260022e+03
1.626000000000e+04,1.538052293378e+03
1.632000000000e+04,1.509235936417e+03
1.638000000000e+04,1.481134717250e+03
1.644000000000e+04,1.453726957888e+03
1.650000000000e+04,1.426991742914e+03
1.656000000000e+04,1.400908889493e+03
1.662000000000e+04,1.375458918700e+03
1.668000000000e+04,1.350623028004e+03
1.674000000000e+04,1.326383064974e+03
1.680000000000e+04,1.302721502091e+03
1.686000000000e+04,1.279621412608e+03
1.692000000000e+04,1.257066447385e+03
1.698000000000e+04,1.235040812781e+03
1.704000000000e+04,1.213529249433e+03
1.710000000000e+04,1.192517011855e+03
1.716000000000e+04,1.171989849006e+03
1.722000000000e+04,1.151933985566e+03
1.728000000000e+04,1.132336104040e+03
1.734000000000e+04,1.113183327569e+03
1.740000000000e+04,1.094463203471e+03
1.746000000000e+04,1.076163687442e+03
1.752000000000e+04,1.058273128409e+03
1.758000000000e+04,1.040780253991e+03
1.764000000000e+04,1.023674156575e+03
1.770000000000e+04,1.006944279913e+03
1.776000000000e+04,9.905804063201e+02
1.782000000000e+04,9.745726443366e+02
1.788000000000e+04,9.589114169004e+02
1.794000000000e+04,9.435874500012e+02
1.800000000000e+04,9.285917617890e+02
